Code_GHM,Libelle_GHS,Tarif_Public_2022,Tarif_Prive_2022,Tarif_Public_2023,Tarif_Prive_2023,Tarif_Public_2024,Tarif_Prive_2024
05K194,"Traitements majeurs de troubles du rythme par voie vasculaire, niveau 4",18755.2,15985.4,20062.0,16820.36,20674.73,16820.4
05K201,"Autres traitements de troubles du rythme par voie vasculaire, niveau 1",2385.6,2269.5,2552.0,2388.08,2629.71,2388.1
05K202,"Autres traitements de troubles du rythme par voie vasculaire, niveau 2",4203.4,3506.3,4496.0,3689.43,4633.61,3689.4
05K203,"Autres traitements de troubles du rythme par voie vasculaire, niveau 3",6935.9,5383.6,7419.0,5664.76,7645.83,5664.8
05K204,"Autres traitements de troubles du rythme par voie vasculaire, niveau 4",9258.6,6897.5,9904.0,7257.76,10206.21,7257.8
05K20T,"Autres traitements de troubles du rythme par voie vasculaire, très courte durée",2385.6,2269.5,2552.0,2388.08,2629.71,2388.1
05K211,"Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 1",7714.5,4982.5,8252.0,5242.74,8728.8,5381.3
05K212,"Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 2",8694.5,5347.2,9300.0,5626.45,9837.7,5775.1
05K213,"Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 3",10140.0,5835.9,10847.0,6140.67,11473.23,6303.0
05K214,"Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 4",11210.0,6441.9,11991.0,6778.38,12683.92,6957.5
05K221,"Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 1",3229.5,2049.7,3455.0,2156.78,3560.02,2156.8
05K222,"Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 2",5582.0,3375.9,5971.0,3552.2,6153.31,3552.2
05K223,"Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 3",8424.2,5278.2,9011.0,5553.93,9286.45,5553.9
05K224,"Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 4",11027.0,6587.7,11795.0,6931.8,12155.6,6931.8
05K231,"Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 1",2305.0,1462.8,2466.0,1539.2,2540.91,1539.2
05K232,"Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 2",4392.3,2681.4,4698.0,2821.44,4841.9,2821.4
05K233,"Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 3",6726.8,4241.9,7196.0,4463.43,7415.33,4463.4
05K234,"Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 4",8745.0,5656.9,9354.0,5952.33,9640.03,5952.3
05K23J,"Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, en ambulatoire",2305.0,1462.8,2466.0,1539.2,2540.91,1539.2
05K241,"Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 1",2093.5,1305.5,2239.0,1373.69,2307.76,1373.7
05K242,"Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 2",4407.8,2717.5,4715.0,2859.45,4858.92,2859.5
05K243,"Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 3",7123.9,4990.1,7620.0,5250.69,7853.05,5250.7
05K244,"Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 4",7928.8,5813.3,8481.0,6116.89,8740.32,6116.9
05K24J,"Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, en ambulatoire",2093.5,1305.5,2239.0,1373.69,2307.76,1373.7
05K251,"Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 1",2750.1,1754.2,2942.0,1845.77,3031.55,1845.8
05K252,"Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 2",5122.2,3029.9,5479.0,3188.19,5646.43,3188.2
05K253,"Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 3",8549.7,5497.3,9145.0,5784.42,9424.73,5784.4
05K254,"Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 4",12768.4,8143.3,13658.0,8568.67,14075.22,8568.7
05K25J,"Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, en ambulatoire",2750.1,1754.2,2942.0,1845.77,3031.55,1845.8
05K261,"Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 1",1762.9,1108.9,1886.0,1166.79,1943.34,1166.8
05K262,"Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 2",3465.8,2431.0,3707.0,2558.02,3820.49,2558.0
05K263,"Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 3",5459.2,3278.6,5840.0,3449.81,6017.91,3449.8
05K264,"Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 4",6778.1,4401.1,7250.0,4631.02,7471.82,4631.0
05K26J,"Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, en ambulatoire",1762.9,1108.9,1886.0,1166.79,1943.34,1166.8
05M041,"Infarctus aigu du myocarde, niveau 1",1873.9,1272.4,2005.0,1338.87,2120.3,1374.3
05M042,"Infarctus aigu du myocarde, niveau 2",2940.6,1584.8,3146.0,1667.56,3327.28,1711.6
05M043,"Infarctus aigu du myocarde, niveau 3",4097.8,2186.8,4383.0,2301.0,4636.54,2361.8
05M044,"Infarctus aigu du myocarde, niveau 4",6092.2,3197.1,6517.0,3364.07,6893.15,3453.0
05M04T,"Infarctus aigu du myocarde, très courte durée",933.6,168.3,999.0,177.05,1056.33,177.1
05M051,"Syncopes et lipothymies, niveau 1",1394.4,703.7,1492.0,740.47,1577.72,760.0
05M052,"Syncopes et lipothymies, niveau 2",2474.6,1327.2,2647.0,1396.55,2799.94,1433.5
05M053,"Syncopes et lipothymies, niveau 3",3269.8,1651.5,3498.0,1737.72,3699.75,1783.6
05M054,"Syncopes et lipothymies, niveau 4",4308.1,2381.9,4608.0,2506.26,4874.48,2572.5
05M05T,"Syncopes et lipothymies, très courte durée",662.2,395.5,708.0,416.14,749.27,427.1
05M061,"Angine de poitrine, niveau 1",904.6,450.9,968.0,474.44,1023.55,487.0
05M062,"Angine de poitrine, niveau 2",2234.7,1079.6,2390.0,1135.96,2528.49,1166.0
05M063,"Angine de poitrine, niveau 3",3333.0,1711.7,3565.0,1801.06,3771.27,1848.7
05M064,"Angine de poitrine, niveau 4",4538.7,2490.9,4855.0,2621.02,5135.46,2690.3
05M06T,"Angine de poitrine, très courte durée",782.7,269.2,837.0,283.25,885.6,290.7
05M071,"Thrombophlébites veineuses profondes, niveau 1",2648.1,1415.7,2833.0,1489.66,2996.24,1529.0
05M072,"Thrombophlébites veineuses profondes, niveau 2",3018.2,1623.7,3229.0,1708.48,3415.03,1753.6
05M073,"Thrombophlébites veineuses profondes, niveau 3",4186.9,2214.5,4479.0,2330.13,4737.35,2391.7
05M074,"Thrombophlébites veineuses profondes, niveau 4",6213.8,3030.5,6647.0,3188.83,7030.77,3273.1
05M07T,"Thrombophlébites veineuses profondes, très courte durée",758.7,441.7,812.0,464.73,858.47,477.0
05M081,"Arythmies et troubles de la conduction cardiaque, niveau 1",899.0,510.2,962.0,536.86,1017.18,551.1
05M082,"Arythmies et troubles de la conduction cardiaque, niveau 2",2454.1,1284.8,2625.0,1351.94,2776.76,1387.7
05M083,"Arythmies et troubles de la conduction cardiaque, niveau 3",3559.5,1852.5,3808.0,1949.21,4027.54,2000.7
05M084,"Arythmies et troubles de la conduction cardiaque, niveau 4",4623.6,2562.9,4946.0,2696.74,5231.47,2768.0
05M08T,"Arythmies et troubles de la conduction cardiaque, très courte durée",304.2,510.2,325.0,536.86,335.34,551.1
05M091,"Insuffisances cardiaques et états de choc circulatoire, niveau 1",2786.3,1419.3,2980.0,1493.48,3152.62,1533.0
05M092,"Insuffisances cardiaques et états de choc circulatoire, niveau 2",3601.1,1973.1,3852.0,2076.11,4074.57,2131.0
05M093,"Insuffisances cardiaques et états de choc circulatoire, niveau 3",4894.6,2340.5,5236.0,2462.79,5538.16,2527.9
05M094,"Insuffisances cardiaques et états de choc circulatoire, niveau 4",7333.1,2731.9,7844.0,2874.62,8297.24,2950.6
05M09T,"Insuffisances cardiaques et états de choc circulatoire, très courte durée",355.4,168.3,380.0,177.05,391.82,177.1
05M101,"Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, niveau 1",1445.2,406.0,1546.0,427.2,1635.22,438.5
05M102,"Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, niveau 2",4195.0,2995.9,4487.0,3152.42,4746.58,3235.7
05M103,"Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, niveau 3",6517.6,3206.2,6972.0,3373.69,7374.58,3462.9
05M104,"Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, niveau 4",9398.0,4557.3,10053.0,4795.31,10633.62,4922.0
05M10T,"Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, très courte durée",469.9,122.5,503.0,128.87,518.03,128.9
05M111,"Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, niveau 1",1816.8,1037.4,1943.0,1091.61,2055.71,1120.5
05M112,"Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, niveau 2",3605.1,1465.3,3856.0,1541.84,4079.13,1582.6
05M113,"Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, niveau 3",5194.4,1978.7,5556.0,2082.06,5877.39,2137.1
05M114,"Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, niveau 4",7291.0,2893.7,7799.0,3044.81,8249.61,3125.3
05M11T,"Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, très courte durée",355.4,152.3,380.0,160.24,391.82,160.2
05M121,"Troubles vasculaires périphériques, niveau 1",1859.8,917.6,1989.0,965.57,2104.27,991.1
05M122,"Troubles vasculaires périphériques, niveau 2",3426.4,1768.6,3665.0,1860.94,3876.89,1910.1
05M123,"Troubles vasculaires périphériques, niveau 3",5353.8,2451.0,5727.0,2579.02,6057.69,2647.2
05M124,"Troubles vasculaires périphériques, niveau 4",7614.5,3565.5,8145.0,3751.73,8615.6,3850.9
05M12T,"Troubles vasculaires périphériques, très courte durée",406.7,285.4,435.0,300.32,448.3,300.3
05M131,"Douleurs thoraciques, niveau 1",1213.1,595.8,1298.0,626.96,1372.59,643.5
05M132,"Douleurs thoraciques, niveau 2",2044.4,1212.8,2187.0,1276.17,2313.15,1309.9
05M133,"Douleurs thoraciques, niveau 3",2976.7,1647.7,3184.0,1733.75,3368.05,1779.6
05M134,"Douleurs thoraciques, niveau 4",4238.4,2449.1,4534.0,2576.98,4795.69,2645.1
05M13T,"Douleurs thoraciques, très courte durée",669.0,384.8,716.0,404.89,756.95,415.6
05M141,"Arrêt cardiaque, niveau 1",1250.5,168.3,1338.0,177.05,1414.89,177.1
05M142,"Arrêt cardiaque, niveau 2",3311.5,1084.2,3542.0,1140.83,3746.89,1171.0
05M143,"Arrêt cardiaque, niveau 3",5341.9,2367.2,5714.0,2490.81,6044.27,2556.6
05M144,"Arrêt cardiaque, niveau 4",7584.2,3311.7,8113.0,3484.71,8581.42,3576.8
05M151,"Hypertension artérielle, niveau 1",1666.5,931.5,1783.0,980.17,1885.66,1006.1
05M152,"Hypertension artérielle, niveau 2",2965.7,1329.0,3172.0,1398.43,3355.64,1435.4
05M153,"Hypertension artérielle, niveau 3",3644.6,1745.1,3899.0,1836.27,4123.81,1884.8
05M154,"Hypertension artérielle, niveau 4",5474.3,2549.6,5856.0,2682.72,6194.09,2753.6
05M15T,"Hypertension artérielle, très courte durée",652.5,340.5,698.0,358.32,738.3,367.8
05M161,"Athérosclérose coronarienne, niveau 1",1097.8,596.5,1174.0,627.64,1242.12,644.2
05M162,"Athérosclérose coronarienne, niveau 2",2576.5,1668.0,2756.0,1755.17,2915.23,1801.6
05M163,"Athérosclérose coronarienne, niveau 3",3992.5,1947.5,4271.0,2049.23,4517.4,2103.4
05M164,"Athérosclérose coronarienne, niveau 4",6090.9,2832.4,6515.0,2980.35,6891.75,3059.1
05M16T,"Athérosclérose coronarienne, très courte durée",355.4,345.5,380.0,363.49,391.82,373.1
05M171,"Autres affections de l'appareil circulatoire, niveau 1",1797.4,965.7,1923.0,1016.12,2033.68,1043.0
05M172,"Autres affections de l'appareil circulatoire, niveau 2",3373.6,1752.9,3609.0,1844.48,3817.14,1893.2
05M173,"Autres affections de l'appareil circulatoire, niveau 3",5218.7,2309.4,5582.0,2429.98,5904.8,2494.2
05M174,"Autres affections de l'appareil circulatoire, niveau 4",6866.3,3276.9,7345.0,3448.01,7769.05,3539.1
05M17T,"Autres affections de l'appareil circulatoire, très courte durée",304.2,168.3,325.0,177.05,335.34,177.1
05M181,"Endocardites aiguës et subaiguës, niveau 1",4810.0,314.4,5145.0,330.8,5442.41,339.5
05M182,"Endocardites aiguës et subaiguës, niveau 2",5788.5,2093.0,6192.0,2202.29,6549.61,2260.5
05M183,"Endocardites aiguës et subaiguës, niveau 3",9389.9,3235.6,10044.0,3404.57,10624.45,3494.5
05M184,"Endocardites aiguës et subaiguës, niveau 4",11823.1,4051.2,12647.0,4262.78,13377.63,4375.4
05M18T,Transferts et autres séjours courts pour endocardites aiguës et subaiguës,1026.6,169.7,1098.0,178.51,1161.58,183.2
05M191,"Surveillances de greffes de coeur sans acte diagnostique par voie vasculaire, niveau 1",469.9,285.4,503.0,300.32,518.03,300.3
05M192,"Surveillances de greffes de coeur sans acte diagnostique par voie vasculaire, niveau 2",1503.2,1219.0,1608.0,1282.7,1700.84,1316.6
05M193,"Surveillances de greffes de coeur sans acte diagnostique par voie vasculaire, niveau 3",2069.4,1591.9,2214.0,1675.07,2341.5,1719.3
05M194,"Surveillances de greffes de coeur sans acte diagnostique par voie vasculaire, niveau 4",2941.1,1876.1,3146.0,1974.08,3327.74,2026.3
05M20Z,Explorations et surveillance pour affections de l'appareil circulatoire,355.4,238.5,380.0,251.0,391.82,251.0
05M21E,Infarctus aigu du myocarde avec décès : séjours de moins de 2 jours,951.3,1421.5,1018.0,1495.77,1076.33,1535.3
05M22E,Autres affections de la CMD 05 avec décès : séjours de moins de 2 jours,849.3,394.5,908.0,415.13,960.93,426.1
05M23T,"Symptômes et autres recours aux soins de la CMD 05, très courte durée",355.4,152.3,380.0,160.24,391.82,160.2
05M23Z,Symptômes et autres recours aux soins de la CMD 05,1405.7,862.3,1504.0,907.29,1590.54,931.3
06C031,"Résections rectales, niveau 1",8478.7,4379.2,9070.0,4607.95,9346.52,4608.0
06C032,"Résections rectales, niveau 2",9975.6,5328.5,10671.0,5606.82,10996.62,5606.8
06C033,"Résections rectales, niveau 3",13458.6,6928.0,14396.0,7289.82,14836.08,7289.8
06C034,"Résections rectales, niveau 4",18851.7,9027.9,20165.0,9499.42,20781.13,9499.4
06C041,"Interventions majeures sur l'intestin grêle et le côlon, niveau 1",6264.9,3665.3,6701.0,3856.74,6906.08,3856.7
06C042,"Interventions majeures sur l'intestin grêle et le côlon, niveau 2",8257.6,4733.4,8833.0,4980.59,9102.74,4980.6
06C043,"Interventions majeures sur l'intestin grêle et le côlon, niveau 3",10896.9,6305.3,11656.0,6634.68,12012.15,6634.7
06C044,"Interventions majeures sur l'intestin grêle et le côlon, niveau 4",16842.2,8600.3,18016.0,9049.54,18565.94,9049.5
06C051,"Interventions sur l'oesophage, l'estomac et le duodénum, âge inférieur à 18 ans, niveau 1",4281.7,1693.4,4580.0,1781.82,4844.67,1828.9
06C052,"Interventions sur l'oesophage, l'estomac et le duodénum, âge inférieur à 18 ans, niveau 2",6903.2,3002.1,7384.0,3158.92,7810.81,3242.4
06C053,"Interventions sur l'oesophage, l'estomac et le duodénum, âge inférieur à 18 ans, niveau 3",11862.6,5207.5,12689.0,5479.51,13422.29,5624.3
06C054,"Interventions sur l'oesophage, l'estomac et le duodénum, âge inférieur à 18 ans, niveau 4",22463.5,8415.9,24029.0,8855.52,25417.05,9089.5
06C071,"Interventions mineures sur l'intestin grêle et le côlon, niveau 1",3785.5,1938.5,4049.0,2039.76,4172.9,2039.8
06C072,"Interventions mineures sur l'intestin grêle et le côlon, niveau 2",5388.0,3096.0,5764.0,3257.68,5939.5,3257.7
06C073,"Interventions mineures sur l'intestin grêle et le côlon, niveau 3",8078.0,4946.4,8641.0,5204.74,8904.81,5204.7
06C074,"Interventions mineures sur l'intestin grêle et le côlon, niveau 4",16720.3,9850.0,17886.0,10364.48,18431.65,10364.5
06C081,"Appendicectomies compliquées, niveau 1",3185.5,1327.5,3407.0,1396.81,3511.54,1396.8
06C082,"Appendicectomies compliquées, niveau 2",4631.6,2105.5,4954.0,2215.51,5105.59,2215.5
06C083,"Appendicectomies compliquées, niveau 3",6335.0,3162.1,6776.0,3327.3,6983.38,3327.3
06C084,"Appendicectomies compliquées, niveau 4",9184.0,5057.4,9824.0,5321.6,10123.94,5321.6
06C091,"Appendicectomies non compliquées, niveau 1",2192.6,1057.2,2345.0,1112.39,2416.96,1112.4
06C092,"Appendicectomies non compliquées, niveau 2",3494.4,1600.7,3738.0,1684.29,3852.05,1684.3
06C093,"Appendicectomies non compliquées, niveau 3",5327.6,2876.3,5699.0,3026.48,5872.91,3026.5
06C094,"Appendicectomies non compliquées, niveau 4",10671.1,4681.6,11415.0,4926.12,11763.27,4926.1
06C101,"Interventions réparatrices pour hernies et éventrations, âge inférieur à 18 ans, niveau 1",1415.0,519.9,1514.0,547.06,1601.08,561.5
06C102,"Interventions réparatrices pour hernies et éventrations, âge inférieur à 18 ans, niveau 2",3171.3,1987.8,3392.0,2091.66,3588.29,2146.9
06C103,"Interventions réparatrices pour hernies et éventrations, âge inférieur à 18 ans, niveau 3",6739.3,3592.8,7209.0,3780.46,7625.42,3880.4
06C104,"Interventions réparatrices pour hernies et éventrations, âge inférieur à 18 ans, niveau 4",8709.3,5665.0,9316.0,5960.87,9854.44,6118.4
06C10J,"Interventions réparatrices pour hernies et éventrations, âge inférieur à 18 ans, en ambulatoire",1415.0,519.9,1514.0,547.06,1601.08,561.5
06C121,"Interventions réparatrices pour hernies inguinales et crurales, âge supérieur à 17 ans, niveau 1",1649.6,878.7,1765.0,924.61,1818.43,924.6
06C122,"Interventions réparatrices pour hernies inguinales et crurales, âge supérieur à 17 ans, niveau 2",2933.0,1706.6,3137.0,1795.78,3233.16,1795.8
06C123,"Interventions réparatrices pour hernies inguinales et crurales, âge supérieur à 17 ans, niveau 3",4265.2,2445.4,4562.0,2573.13,4701.77,2573.1
06C124,"Interventions réparatrices pour hernies inguinales et crurales, âge supérieur à 17 ans, niveau 4",7734.7,4026.9,8274.0,4237.23,8526.38,4237.2
06C12J,"Interventions réparatrices pour hernies inguinales et crurales, âge supérieur à 17 ans, en ambulatoire",1649.6,878.7,1765.0,924.61,1818.43,924.6
06C131,"Libérations d'adhérences péritonéales, niveau 1",3719.8,1477.3,3979.0,1554.41,4100.5,1554.4
06C132,"Libérations d'adhérences péritonéales, niveau 2",5544.5,2639.0,5931.0,2776.86,6111.94,2776.9
06C133,"Libérations d'adhérences péritonéales, niveau 3",7592.1,3798.6,8121.0,3997.04,8369.15,3997.0
06C134,"Libérations d'adhérences péritonéales, niveau 4",12704.2,5821.0,13590.0,6125.02,14004.47,6125.0
06C141,"Interventions sur le rectum et l'anus autres que les résections rectales, niveau 1",1343.1,610.1,1437.0,642.01,1480.51,642.0
06C142,"Interventions sur le rectum et l'anus autres que les résections rectales, niveau 2",3479.7,1744.5,3722.0,1835.61,3835.88,1835.6
06C143,"Interventions sur le rectum et l'anus autres que les résections rectales, niveau 3",6030.6,3077.5,6451.0,3238.2,6647.84,3238.2
06C144,"Interventions sur le rectum et l'anus autres que les résections rectales, niveau 4",9450.2,4756.3,10109.0,5004.74,10417.44,5004.7
06C14J,"Interventions sur le rectum et l'anus autres que les résections rectales, en ambulatoire",1343.1,610.1,1437.0,642.01,1480.51,642.0
06C151,"Autres interventions sur le tube digestif en dehors des laparotomies, niveau 1",2839.6,1328.1,3037.0,1397.42,3130.23,1397.4
06C152,"Autres interventions sur le tube digestif en dehors des laparotomies, niveau 2",4963.0,2554.8,5309.0,2688.19,5471.0,2688.2
06C153,"Autres interventions sur le tube digestif en dehors des laparotomies, niveau 3",7372.4,3782.7,7886.0,3980.23,8126.97,3980.2
06C154,"Autres interventions sur le tube digestif en dehors des laparotomies, niveau 4",13114.3,5934.6,14028.0,6244.57,14456.53,6244.6
06C161,"Interventions sur l'oesophage, l'estomac et le duodénum pour tumeurs malignes, âge supérieur à 17 ans, niveau 1",8148.5,5024.5,8716.0,5286.98,8982.48,5287.0
06C162,"Interventions sur l'oesophage, l'estomac et le duodénum pour tumeurs malignes, âge supérieur à 17 ans, niveau 2",12601.4,6938.5,13480.0,7300.91,13891.15,7300.9
06C163,"Interventions sur l'oesophage, l'estomac et le duodénum pour tumeurs malignes, âge supérieur à 17 ans, niveau 3",16005.4,8880.1,17121.0,9343.93,17643.58,9343.9
06C164,"Interventions sur l'oesophage, l'estomac et le duodénum pour tumeurs malignes, âge supérieur à 17 ans, niveau 4",23457.0,11986.5,25092.0,12612.54,25857.77,12612.5
06C191,"Hémorroïdectomies, niveau 1",2095.8,1208.0,2242.0,1271.13,2310.33,1271.1
06C192,"Hémorroïdectomies, niveau 2",3124.4,1692.8,3342.0,1781.22,3444.17,1781.2
06C193,"Hémorroïdectomies, niveau 3",6066.8,3122.8,6490.0,3285.87,6687.72,3285.9
06C194,"Hémorroïdectomies, niveau 4",10977.8,4981.9,11743.0,5242.16,12101.39,5242.2
06C19J,"Hémorroïdectomies, en ambulatoire",2095.8,1208.0,2242.0,1271.13,2310.33,1271.1
06C201,"Interventions sur l'oesophage, l'estomac et le duodénum pour ulcères, âge supérieur à 17 ans, niveau 1",4629.5,1895.2,4952.0,1994.19,5103.3,1994.2
06C202,"Interventions sur l'oesophage, l'estomac et le duodénum pour ulcères, âge supérieur à 17 ans, niveau 2",7197.9,3900.8,7700.0,4104.54,7934.63,4104.5
06C203,"Interventions sur l'oesophage, l'estomac et le duodénum pour ulcères, âge supérieur à 17 ans, niveau 3",11885.7,7098.0,12714.0,7468.76,13102.16,7468.8
06C204,"Interventions sur l'oesophage, l'estomac et le duodénum pour ulcères, âge supérieur à 17 ans, niveau 4",19621.8,10812.2,20989.0,11376.98,21630.02,11377.0
06C211,"Autres interventions sur le tube digestif par laparotomie, niveau 1",4098.9,1957.1,4385.0,2059.37,4518.46,2059.4
06C212,"Autres interventions sur le tube digestif par laparotomie, niveau 2",6885.0,2862.2,7365.0,3011.73,7589.62,3011.7
06C213,"Autres interventions sur le tube digestif par laparotomie, niveau 3",9653.2,3614.0,10326.0,3802.72,10641.18,3802.7
06C214,"Autres interventions sur le tube digestif par laparotomie, niveau 4",17472.3,5661.0,18690.0,5956.71,19260.62,5956.7
06C221,"Interventions sur l'oesophage, l'estomac et le duodénum pour affections autres que malignes ou ulcères, âge supérieur à 17 ans, niveau 1",3742.4,2076.0,4003.0,2184.38,4125.42,2184.4
06C222,"Interventions sur l'oesophage, l'estomac et le duodénum pour affections autres que malignes ou ulcères, âge supérieur à 17 ans, niveau 2",6065.1,3007.7,6488.0,3164.82,6685.81,3164.8
06C223,"Interventions sur l'oesophage, l'estomac et le duodénum pour affections autres que malignes ou ulcères, âge supérieur à 17 ans, niveau 3",10074.3,4944.9,10776.0,5203.21,11105.37,5203.2
06C224,"Interventions sur l'oesophage, l'estomac et le duodénum pour affections autres que malignes ou ulcères, âge supérieur à 17 ans, niveau 4",17163.4,7417.8,18359.0,7805.28,18920.01,7805.3
06C231,"Certaines interventions pour stomies, niveau 1",2574.4,626.3,2754.0,659.01,2837.91,659.0
06C232,"Certaines interventions pour stomies, niveau 2",5661.6,3224.7,6056.0,3393.18,6241.1,3393.2
06C233,"Certaines interventions pour stomies, niveau 3",8424.2,4774.3,9011.0,5023.64,9286.45,5023.6
06C234,"Certaines interventions pour stomies, niveau 4",19822.7,7928.3,21204.0,8342.41,21851.52,8342.4
06C23J,"Certaines interventions pour stomies, en ambulatoire",2574.4,626.3,2754.0,659.01,2837.91,659.0
06C241,"Cures d'éventrations postopératoires, âge supérieur à 17 ans, niveau 1",2811.0,1580.4,3007.0,1662.9,3098.68,1662.9
06C242,"Cures d'éventrations postopératoires, âge supérieur à 17 ans, niveau 2",4211.6,2528.4,4505.0,2660.46,4642.65,2660.5
06C243,"Cures d'éventrations postopératoires, âge supérieur à 17 ans, niveau 3",6743.6,3540.1,7214.0,3725.04,7433.76,3725.0
06C244,"Cures d'éventrations postopératoires, âge supérieur à 17 ans, niveau 4",11934.8,5626.6,12766.0,5920.51,13156.27,5920.5
06C24J,"Cures d'éventrations postopératoires, âge supérieur à 17 ans, en ambulatoire",2811.0,1580.4,3007.0,1662.9,3098.68,1662.9
06C251,"Interventions réparatrices pour hernies à l'exception des hernies inguinales, crurales, âge supérieur à 17 ans, niveau 1",1963.9,975.7,2101.0,1026.61,2164.95,1026.6
06C252,"Interventions réparatrices pour hernies à l'exception des hernies inguinales, crurales, âge supérieur à 17 ans, niveau 2",3839.8,2071.9,4107.0,2180.11,4232.76,2180.1
06C253,"Interventions réparatrices pour hernies à l'exception des hernies inguinales, crurales, âge supérieur à 17 ans, niveau 3",5585.8,2872.3,5975.0,3022.32,6157.47,3022.3
06C254,"Interventions réparatrices pour hernies à l'exception des hernies inguinales, crurales, âge supérieur à 17 ans, niveau 4",8895.6,4989.8,9515.0,5250.42,9806.05,5250.4
06C25J,"Interventions réparatrices pour hernies à l'exception des hernies inguinales, crurales, âge supérieur à 17 ans, en ambulatoire",1963.9,975.7,2101.0,1026.61,2164.95,1026.6
06K02Z,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours,935.6,505.4,1001.0,531.81,1031.39,531.8
06K03J,"Séjours comprenant une endoscopie digestive thérapeutique sans anesthésie, en ambulatoire",756.0,376.6,809.0,396.23,833.39,396.2
06K04J,"Endoscopie digestive diagnostique et anesthésie, en ambulatoire",773.0,391.0,827.0,411.39,852.13,411.4
06K05J,"Séjours comprenant une endoscopie digestive diagnostique sans anesthésie, en ambulatoire",655.6,269.6,701.0,283.71,722.73,283.7
06K06J,"Affections digestives sans acte opératoire de la CMD 06, avec anesthésie, en ambulatoire",841.0,457.0,900.0,480.82,927.02,480.8
06M021,"Autres gastroentérites et maladies diverses du tube digestif, âge inférieur à 18 ans, niveau 1",1493.4,639.4,1597.0,672.83,1689.76,690.6
06M022,"Autres gastroentérites et maladies diverses du tube digestif, âge inférieur à 18 ans, niveau 2",2764.0,927.6,2957.0,976.09,3127.39,1001.9
06M023,"Autres gastroentérites et maladies diverses du tube digestif, âge inférieur à 18 ans, niveau 3",5882.6,1743.1,6293.0,1834.16,6656.08,1882.6
06M024,"Autres gastroentérites et maladies diverses du tube digestif, âge inférieur à 18 ans, niveau 4",10971.2,2090.7,11736.0,2199.86,12413.67,2258.0
06M02T,"Autres gastroentérites et maladies diverses du tube digestif, âge inférieur à 18 ans, très courte durée",657.7,491.0,704.0,516.68,744.17,530.3
