GHM;LIBELLE;TARIF PUBLIC;TARIF PRIVE
05C021;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 1;15 915,00 €;10 639,90 €
05C022;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 2;22 822,70 €;15 896,90 €
05C022;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 2;19 925,10 €;12 951,70 €
05C023;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 3;27 223,10 €;20 976,00 €
05C023;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 3;24 325,50 €;18 030,70 €
05C024;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 4;31 476,30 €;24 149,20 €
05C024;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 4;28 578,70 €;21 203,90 €
05C031;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 1;17 460,00 €;12 513,00 €
05C031;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 1;14 577,20 €;9 538,10 €
05C032;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 2;19 977,30 €;11 235,40 €
05C032;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 2;17 094,60 €;14 210,30 €
05C033;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 3;20 594,90 €;16 397,80 €
05C033;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 3;23 477,60 €;13 422,90 €
05C034;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 4;27 660,70 €;20 779,00 €
05C034;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 4;24 778,00 €;17 804,10 €
05C041;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 1;12 165,70 €;8 000,20 €
05C042;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 2;14 626,30 €;9 757,30 €
05C043;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 3;17 902,40 €;15 078,60 €
05C044;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 4;21 267,80 €;22 989,70 €
05C051;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 1;10 409,10 €;7 534,40 €
05C052;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 2;12 173,90 €;8 673,10 €
05C053;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 3;14 001,50 €;11 347,00 €
05C054;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 4;19 380,60 €;17 539,20 €
05C061;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 1;34 081,40 €;6 893,30 €
05C061;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 1;13 051,80 €;6 900,70 €
05C062;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 2;37 443,20 €;10 868,70 €
05C062;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 2;16 413,60 €;10 485,90 €
05C063;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 3;39 027,60 €;16 376,90 €
05C063;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 3;17 998,00 €;16 376,90 €
05C064;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 4;42 997,30 €;25 018,10 €
05C064;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 4;21 967,70 €;25 018,10 €
05C071;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 1;14 571,60 €;8 225,60 €
05C072;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 2;19 854,10 €;12 269,70 €
05C073;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 3;25 847,90 €;14 867,50 €
05C074;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 4;46 020,90 €;21 329,90 €
05C081;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 1;7 714,50 €;1 666,20 €
05C081;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 1;4 704,70 €;4 982,50 €
05C082;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 2;8 694,50 €;5 347,20 €
05C082;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 2;7 056,30 €;2 658,30 €
05C083;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 3;11 717,90 €;4 085,10 €
05C083;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 3;10 140,00 €;5 835,90 €
05C084;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 4;11 210,00 €;6 705,40 €
05C084;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 4;17 613,80 €;6 441,90 €
05C08T;Transferts et autres séjours courts pour autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle;2 330,40 €;278,50 €
05C091;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 1;5 871,60 €;5 067,50 €
05C092;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 2;13 444,00 €;13 506,10 €
05C093;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 3;16 453,40 €;18 098,10 €
05C094;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 4;18 966,00 €;22 622,60 €
05C101;Chirurgie majeure de revascularisation, niveau 1;7 196,50 €;3 929,40 €
05C102;Chirurgie majeure de revascularisation, niveau 2;9 458,20 €;5 185,60 €
05C103;Chirurgie majeure de revascularisation, niveau 3;13 539,00 €;7 110,70 €
05C104;Chirurgie majeure de revascularisation, niveau 4;19 850,20 €;9 648,90 €
05C111;Autres interventions de chirurgie vasculaire, niveau 1;4 991,30 €;2 585,50 €
05C112;Autres interventions de chirurgie vasculaire, niveau 2;7 368,00 €;3 438,00 €
05C113;Autres interventions de chirurgie vasculaire, niveau 3;10 693,70 €;5 194,90 €
05C114;Autres interventions de chirurgie vasculaire, niveau 4;18 920,90 €;7 602,50 €
05C121;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 1;5 822,70 €;2 493,50 €
05C122;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 2;7 443,50 €;3 763,00 €
05C123;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 3;10 641,40 €;5 270,10 €
05C124;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 4;15 197,20 €;6 512,00 €
05C131;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 1;2 076,60 €;975,70 €
05C132;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 2;5 210,10 €;2 416,80 €
05C133;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 3;7 908,10 €;3 382,50 €
05C134;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 4;11 301,80 €;5 278,80 €
05C13J;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, en ambulatoire;2 076,60 €;975,70 €
05C141;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 1;3 265,50 €;1 693,10 €
05C142;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 2;5 439,70 €;2 652,10 €
05C143;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 3;7 692,90 €;4 027,90 €
05C144;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 4;15 171,00 €;6 536,90 €
05C151;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 1;2 469,80 €;1 433,00 €
05C152;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 2;4 238,90 €;2 056,00 €
05C153;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 3;6 229,00 €;3 079,80 €
05C154;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 4;9 828,60 €;4 672,30 €
05C15T;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, très courte durée;1 235,70 €;855,80 €
05C171;Ligatures de veines et éveinages, niveau 1;1 553,00 €;665,40 €
05C172;Ligatures de veines et éveinages, niveau 2;3 325,60 €;1 744,00 €
05C173;Ligatures de veines et éveinages, niveau 3;4 593,00 €;2 669,30 €
05C174;Ligatures de veines et éveinages, niveau 4;6 874,40 €;4 190,70 €
05C17J;Ligatures de veines et éveinages, en ambulatoire;1 553,00 €;665,40 €
05C181;Autres interventions sur le système circulatoire, niveau 1;2 637,70 €;1 008,10 €
05C182;Autres interventions sur le système circulatoire, niveau 2;6 362,60 €;2 735,60 €
05C183;Autres interventions sur le système circulatoire, niveau 3;11 481,70 €;4 652,00 €
05C184;Autres interventions sur le système circulatoire, niveau 4;20 845,30 €;7 176,00 €
05C18J;Autres interventions sur le système circulatoire, en ambulatoire;2 637,70 €;1 008,10 €
05C191;Poses d'un défibrillateur cardiaque, niveau 1;16 402,40 €;15 544,30 €
05C192;Poses d'un défibrillateur cardiaque, niveau 2;19 013,90 €;17 153,40 €
05C193;Poses d'un défibrillateur cardiaque, niveau 3;24 240,70 €;18 917,50 €
05C194;Poses d'un défibrillateur cardiaque, niveau 4;30 810,50 €;21 301,00 €
05C19T;Poses d'un défibrillateur cardiaque, très courte durée;14 722,60 €;14 243,30 €
05C201;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 1;2 028,00 €;1 087,70 €
05C202;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 2;5 100,70 €;2 073,00 €
05C203;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 3;6 854,00 €;3 157,60 €
05C204;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 4;9 782,30 €;4 919,40 €
05C211;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 1;1 900,50 €;1 027,10 €
05C212;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 2;5 786,90 €;2 230,10 €
05C213;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 3;10 609,00 €;3 222,60 €
05C214;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 4;15 032,70 €;4 791,00 €
05C21J;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, en ambulatoire;1 900,50 €;1 027,10 €
05C221;Remplacements de stimulateurs cardiaques permanents, niveau 1;1 861,90 €;1 217,00 €
05C222;Remplacements de stimulateurs cardiaques permanents, niveau 2;3 925,00 €;1 991,80 €
05C223;Remplacements de stimulateurs cardiaques permanents, niveau 3;7 026,20 €;3 088,50 €
05C224;Remplacements de stimulateurs cardiaques permanents, niveau 4;12 243,30 €;4 824,70 €
05C22T;Remplacements de stimulateurs cardiaques permanents, très courte durée;1 096,90 €;886,80 €
05K051;Endoprothèses vasculaires avec infarctus du myocarde, niveau 1;2 725,10 €;2 081,00 €
05K052;Endoprothèses vasculaires avec infarctus du myocarde, niveau 2;4 082,20 €;2 993,30 €
05K053;Endoprothèses vasculaires avec infarctus du myocarde, niveau 3;6 231,00 €;4 716,10 €
05K054;Endoprothèses vasculaires avec infarctus du myocarde, niveau 4;9 089,40 €;6 205,90 €
05K061;Endoprothèses vasculaires sans infarctus du myocarde, niveau 1;2 424,90 €;1 826,60 €
05K062;Endoprothèses vasculaires sans infarctus du myocarde, niveau 2;4 540,40 €;2 902,20 €
05K063;Endoprothèses vasculaires sans infarctus du myocarde, niveau 3;7 831,50 €;4 560,00 €
05K064;Endoprothèses vasculaires sans infarctus du myocarde, niveau 4;12 326,50 €;6 012,00 €
05K06T;Endoprothèses vasculaires sans infarctus du myocarde, très courte durée;2 424,90 €;1 826,60 €
05K101;Actes diagnostiques par voie vasculaire, niveau 1;1 549,80 €;982,00 €
05K102;Actes diagnostiques par voie vasculaire, niveau 2;3 871,70 €;1 834,30 €
05K103;Actes diagnostiques par voie vasculaire, niveau 3;6 236,50 €;2 413,90 €
05K104;Actes diagnostiques par voie vasculaire, niveau 4;8 344,60 €;2 937,30 €
05K10J;Actes diagnostiques par voie vasculaire, en ambulatoire;1 549,80 €;982,00 €
05K121;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 1;3 714,90 €;2 338,00 €
05K122;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 2;5 596,30 €;4 169,20 €
05K123;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 3;9 379,60 €;6 077,10 €
05K124;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 4;11 862,00 €;7 716,30 €
05K14Z;Mise en place de certains accès vasculaires pour des affections de la CMD 05, séjours de moins de 2 jours;853,00 €;601,40 €
05K151;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 1;1 290,40 €;1 067,20 €
05K152;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 2;3 324,50 €;1 907,90 €
05K153;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 3;5 084,00 €;2 404,30 €
05K154;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 4;6 437,50 €;3 439,70 €
05K15J;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, en ambulatoire;1 290,40 €;1 067,20 €
05K17J;Affections cardiovasculaires sans acte opératoire de la CMD 05, avec anesthésie, en ambulatoire;700,10 €;430,20 €
05K191;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 1;6 428,10 €;6 242,10 €
05K192;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 2;9 752,30 €;8 200,90 €
05K193;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 3;13 155,80 €;12 279,40 €
05K194;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 4;18 755,20 €;15 985,40 €
05K201;Autres traitements de troubles du rythme par voie vasculaire, niveau 1;2 385,60 €;2 269,50 €
05K202;Autres traitements de troubles du rythme par voie vasculaire, niveau 2;4 203,40 €;3 506,30 €
05K203;Autres traitements de troubles du rythme par voie vasculaire, niveau 3;6 935,90 €;5 383,60 €
05K204;Autres traitements de troubles du rythme par voie vasculaire, niveau 4;9 258,60 €;6 897,50 €
05K20T;Autres traitements de troubles du rythme par voie vasculaire, très courte durée;2 385,60 €;2 269,50 €
05K211;Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 1;7 714,50 €;4 982,50 €
05K212;Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 2;8 694,50 €;5 347,20 €
05K213;Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 3;10 140,00 €;5 835,90 €
05K214;Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 4;11 210,00 €;6 441,90 €
05K221;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 1;3 229,50 €;2 049,70 €
05K222;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 2;5 582,00 €;3 375,90 €
05K223;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 3;8 424,20 €;5 278,20 €
05K224;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 4;11 027,00 €;6 587,70 €
05K231;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 1;2 305,00 €;1 462,80 €
05K232;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 2;4 392,30 €;2 681,40 €
05K233;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 3;6 726,80 €;4 241,90 €
05K234;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 4;8 745,00 €;5 656,90 €
05K23J;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, en ambulatoire;2 305,00 €;1 462,80 €
05K241;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 1;2 093,50 €;1 305,50 €
05K242;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 2;4 407,80 €;2 717,50 €
05K243;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 3;7 123,90 €;4 990,10 €
05K244;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 4;7 928,80 €;5 813,30 €
05K24J;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, en ambulatoire;2 093,50 €;1 305,50 €
05K251;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 1;2 750,10 €;1 754,20 €
05K252;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 2;5 122,20 €;3 029,90 €
05K253;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 3;8 549,70 €;5 497,30 €
05K254;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 4;12 768,40 €;8 143,30 €
05K25J;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, en ambulatoire;2 750,10 €;1 754,20 €
05K261;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 1;1 762,90 €;1 108,90 €
05K262;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 2;3 465,80 €;2 431,00 €
05K263;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 3;5 459,20 €;3 278,60 €
05K264;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 4;6 778,10 €;4 401,10 €
05K26J;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, en ambulatoire;1 762,90 €;1 108,90 €
05M041;Infarctus aigu du myocarde, niveau 1;1 873,90 €;1 272,40 €
05M042;Infarctus aigu du myocarde, niveau 2;2 940,60 €;1 584,80 €
05M043;Infarctus aigu du myocarde, niveau 3;4 097,80 €;2 186,80 €
05M044;Infarctus aigu du myocarde, niveau 4;6 092,20 €;3 197,10 €
05M04T;Infarctus aigu du myocarde, très courte durée;933,60 €;168,30 €
05M04T;Infarctus aigu du myocarde, très courte durée;469,90 €;323,70 €
05M051;Syncopes et lipothymies, niveau 1;1 394,40 €;703,70 €
05M052;Syncopes et lipothymies, niveau 2;2 474,60 €;1 327,20 €
05M053;Syncopes et lipothymies, niveau 3;3 269,80 €;1 651,50 €
05M054;Syncopes et lipothymies, niveau 4;4 308,10 €;2 381,90 €
05M05T;Syncopes et lipothymies, très courte durée;662,20 €;395,50 €
05M05T;Syncopes et lipothymies, très courte durée;355,40 €;168,30 €
05M061;Angine de poitrine, niveau 1;904,60 €;450,90 €
05M062;Angine de poitrine, niveau 2;2 234,70 €;1 079,60 €
05M063;Angine de poitrine, niveau 3;3 333,00 €;1 711,70 €
05M064;Angine de poitrine, niveau 4;4 538,70 €;2 490,90 €
05M06T;Angine de poitrine, très courte durée;782,70 €;269,20 €
05M06T;Angine de poitrine, très courte durée;406,70 €;152,30 €
05M071;Thrombophlébites veineuses profondes, niveau 1;2 648,10 €;1 415,70 €
05M072;Thrombophlébites veineuses profondes, niveau 2;3 018,20 €;1 623,70 €
05M073;Thrombophlébites veineuses profondes, niveau 3;4 186,90 €;2 214,50 €
05M074;Thrombophlébites veineuses profondes, niveau 4;6 213,80 €;3 030,50 €
05M07T;Thrombophlébites veineuses profondes, très courte durée;758,70 €;441,70 €
05M07T;Thrombophlébites veineuses profondes, très courte durée;304,20 €;168,30 €
05M081;Arythmies et troubles de la conduction cardiaque, niveau 1;899,00 €;510,20 €
05M082;Arythmies et troubles de la conduction cardiaque, niveau 2;2 454,10 €;1 284,80 €
05M083;Arythmies et troubles de la conduction cardiaque, niveau 3;3 559,50 €;1 852,50 €
05M084;Arythmies et troubles de la conduction cardiaque, niveau 4;4 623,60 €;2 562,90 €
05M08T;Arythmies et troubles de la conduction cardiaque, très courte durée;304,20 €;510,20 €
05M08T;Arythmies et troubles de la conduction cardiaque, très courte durée;899,00 €;168,30 €
05M091;Insuffisances cardiaques et états de choc circulatoire, niveau 1;2 786,30 €;1 419,30 €
05M092;Insuffisances cardiaques et états de choc circulatoire, niveau 2;3 601,10 €;1 973,10 €
05M093;Insuffisances cardiaques et états de choc circulatoire, niveau 3;4 894,60 €;2 340,50 €
05M094;Insuffisances cardiaques et états de choc circulatoire, niveau 4;7 333,10 €;2 731,90 €
05M09T;Insuffisances cardiaques et états de choc circulatoire, très courte durée;355,40 €;168,30 €
05M09T;Insuffisances cardiaques et états de choc circulatoire, très courte durée;826,20 €;423,60 €
05M101;Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, niveau 1;1 445,20 €;406,00 €
05M102;Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, niveau 2;4 195,00 €;2 995,90 €
05M103;Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, niveau 3;6 517,60 €;3 206,20 €
05M104;Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, niveau 4;9 398,00 €;4 557,30 €
05M10T;Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, très courte durée;469,90 €;122,50 €
05M10T;Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, très courte durée;884,50 €;217,20 €
05M111;Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, niveau 1;1 816,80 €;1 037,40 €
05M112;Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, niveau 2;3 605,10 €;1 465,30 €
05M113;Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, niveau 3;5 194,40 €;1 978,70 €
05M114;Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, niveau 4;7 291,00 €;2 893,70 €
05M11T;Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, très courte durée;355,40 €;152,30 €
05M11T;Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, très courte durée;662,60 €;294,60 €
05M121;Troubles vasculaires périphériques, niveau 1;1 859,80 €;917,60 €
05M122;Troubles vasculaires périphériques, niveau 2;3 426,40 €;1 768,60 €
05M123;Troubles vasculaires périphériques, niveau 3;5 353,80 €;2 451,00 €
05M124;Troubles vasculaires périphériques, niveau 4;7 614,50 €;3 565,50 €
05M12T;Troubles vasculaires périphériques, très courte durée;406,70 €;285,40 €
05M12T;Troubles vasculaires périphériques, très courte durée;799,60 €;536,40 €
05M131;Douleurs thoraciques, niveau 1;1 213,10 €;595,80 €
05M132;Douleurs thoraciques, niveau 2;2 044,40 €;1 212,80 €
05M133;Douleurs thoraciques, niveau 3;2 976,70 €;1 647,70 €
05M134;Douleurs thoraciques, niveau 4;4 238,40 €;2 449,10 €
05M13T;Douleurs thoraciques, très courte durée;669,00 €;384,80 €
05M13T;Douleurs thoraciques, très courte durée;355,40 €;201,30 €
05M141;Arrêt cardiaque, niveau 1;1 250,50 €;168,30 €
05M141;Arrêt cardiaque, niveau 1;469,90 €;548,50 €
05M142;Arrêt cardiaque, niveau 2;3 311,50 €;1 084,20 €
05M143;Arrêt cardiaque, niveau 3;5 341,90 €;2 367,20 €
05M144;Arrêt cardiaque, niveau 4;7 584,20 €;3 311,70 €
05M151;Hypertension artérielle, niveau 1;1 666,50 €;931,50 €
05M152;Hypertension artérielle, niveau 2;2 965,70 €;1 329,00 €
05M153;Hypertension artérielle, niveau 3;3 644,60 €;1 745,10 €
05M154;Hypertension artérielle, niveau 4;5 474,30 €;2 549,60 €
05M15T;Hypertension artérielle, très courte durée;652,50 €;340,50 €
05M15T;Hypertension artérielle, très courte durée;355,40 €;168,30 €
05M161;Athérosclérose coronarienne, niveau 1;1 097,80 €;596,50 €
05M162;Athérosclérose coronarienne, niveau 2;2 576,50 €;1 668,00 €
05M163;Athérosclérose coronarienne, niveau 3;3 992,50 €;1 947,50 €
05M164;Athérosclérose coronarienne, niveau 4;6 090,90 €;2 832,40 €
05M16T;Athérosclérose coronarienne, très courte durée;355,40 €;345,50 €
05M16T;Athérosclérose coronarienne, très courte durée;675,70 €;168,30 €
05M171;Autres affections de l'appareil circulatoire, niveau 1;1 797,40 €;965,70 €
05M172;Autres affections de l'appareil circulatoire, niveau 2;3 373,60 €;1 752,90 €
05M173;Autres affections de l'appareil circulatoire, niveau 3;5 218,70 €;2 309,40 €
05M174;Autres affections de l'appareil circulatoire, niveau 4;6 866,30 €;3 276,90 €
05M17T;Autres affections de l'appareil circulatoire, très courte durée;304,20 €;168,30 €
05M17T;Autres affections de l'appareil circulatoire, très courte durée;614,80 €;355,30 €
05M181;Endocardites aiguës et subaiguës, niveau 1;4 810,00 €;314,40 €
05M182;Endocardites aiguës et subaiguës, niveau 2;5 788,50 €;2 093,00 €
05M183;Endocardites aiguës et subaiguës, niveau 3;9 389,90 €;3 235,60 €
05M184;Endocardites aiguës et subaiguës, niveau 4;11 823,10 €;4 051,20 €
05M18T;Transferts et autres séjours courts pour endocardites aiguës et subaiguës;1 026,60 €;169,70 €
