GHM;LIBELLE;TARIF PUBLIC;TARIF PRIVE
04M03T;Bronchites et asthme, âge supérieur à 17 ans, très courte durée;725,28;424,50 €
04M03T;Bronchites et asthme, âge supérieur à 17 ans, très courte durée;335,34;211,80 €
04M041;Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 1;1 582,99;177,10 €
04M041;Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 1;448,3;643,60 €
04M042;Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 2;3 530,61;1 653,70 €
04M043;Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 3;5 622,08;2 358,70 €
04M044;Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 4;9 994,40;3 383,80 €
04M051;Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 1;2 278,36;1 466,70 €
04M052;Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 2;3 746,63;2 269,70 €
04M053;Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3;5 274,13;2 793,40 €
04M054;Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 4;7 957,04;3 497,30 €
04M05T;Transferts et autres séjours pour pneumonies et pleurésies banales, âge supérieur à 17 ans;792,29;211,80 €
04M05T;Transferts et autres séjours pour pneumonies et pleurésies banales, âge supérieur à 17 ans;391,82;435,40 €
04M061;Infections et inflammations respiratoires, âge inférieur à 18 ans, niveau 1;2 913,57;1 230,00 €
04M062;Infections et inflammations respiratoires, âge inférieur à 18 ans, niveau 2;5 521,30;2 177,40 €
04M063;Infections et inflammations respiratoires, âge inférieur à 18 ans, niveau 3;7 872,68;3 087,70 €
04M064;Infections et inflammations respiratoires, âge inférieur à 18 ans, niveau 4;13 474,76;4 429,60 €
04M06T;Transferts et autres séjours courts pour infections et inflammations respiratoires, âge inférieur à 18 ans;448,3;128,90 €
04M06T;Transferts et autres séjours courts pour infections et inflammations respiratoires, âge inférieur à 18 ans;900;196,60 €
04M071;Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 1;2 720,34;1 651,60 €
04M072;Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 2;4 716,59;2 652,60 €
04M073;Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 3;7 317,96;3 347,60 €
04M074;Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 4;9 714,50;5 424,80 €
04M07T;Transferts et autres séjours courts pour infections et inflammations respiratoires, âge supérieur à 17 ans;391,82;128,90 €
04M07T;Transferts et autres séjours courts pour infections et inflammations respiratoires, âge supérieur à 17 ans;836,02;199,70 €
04M081;Bronchopneumopathies chroniques, niveau 1;1 399,10;1 012,00 €
04M082;Bronchopneumopathies chroniques, niveau 2;4 043,17;2 232,30 €
04M083;Bronchopneumopathies chroniques, niveau 3;6 017,05;2 623,70 €
04M084;Bronchopneumopathies chroniques, niveau 4;11 228,38;2 846,70 €
04M08T;Bronchopneumopathies chroniques, très courte durée;813,33;128,90 €
04M08T;Bronchopneumopathies chroniques, très courte durée;391,82;225,70 €
04M091;Tumeurs de l'appareil respiratoire, niveau 1;2 672,15;1 355,60 €
04M092;Tumeurs de l'appareil respiratoire, niveau 2;5 336,07;3 497,90 €
04M093;Tumeurs de l'appareil respiratoire, niveau 3;8 297,92;4 483,80 €
04M094;Tumeurs de l'appareil respiratoire, niveau 4;11 482,26;6 417,00 €
04M09T;Tumeurs de l'appareil respiratoire, très courte durée;518,03;471,20 €
04M09T;Tumeurs de l'appareil respiratoire, très courte durée;1 151,12;160,20 €
04M101;Embolies pulmonaires, niveau 1;3 340,28;1 546,80 €
04M102;Embolies pulmonaires, niveau 2;4 275,21;1 791,60 €
04M103;Embolies pulmonaires, niveau 3;6 045,22;2 562,30 €
04M104;Embolies pulmonaires, niveau 4;8 147,08;3 699,10 €
04M10T;Embolies pulmonaires, très courte durée;1 028,85;447,70 €
04M10T;Embolies pulmonaires, très courte durée;391,82;177,10 €
04M111;Signes et symptômes respiratoires, niveau 1;448,3;470,30 €
04M111;Signes et symptômes respiratoires, niveau 1;1 055,38;251,00 €
04M112;Signes et symptômes respiratoires, niveau 2;3 413,08;1 600,20 €
04M113;Signes et symptômes respiratoires, niveau 3;5 885,84;1 816,70 €
04M114;Signes et symptômes respiratoires, niveau 4;9 515,81;2 986,20 €
04M121;Pneumothorax, niveau 1;2 175,90;979,50 €
04M122;Pneumothorax, niveau 2;3 693,55;1 569,10 €
04M123;Pneumothorax, niveau 3;5 044,71;1 637,60 €
04M124;Pneumothorax, niveau 4;8 922,54;2 700,50 €
04M12T;Pneumothorax, très courte durée;835,02;128,90 €
04M12T;Pneumothorax, très courte durée;391,82;221,90 €
04M131;Oedème pulmonaire et détresse respiratoire, niveau 1;1 672,71;696,00 €
04M132;Oedème pulmonaire et détresse respiratoire, niveau 2;4 646,08;1 951,80 €
04M133;Oedème pulmonaire et détresse respiratoire, niveau 3;7 330,59;2 751,10 €
04M134;Oedème pulmonaire et détresse respiratoire, niveau 4;12 221,49;2 887,80 €
04M13T;Oedème pulmonaire et détresse respiratoire, très courte durée;448,3;128,90 €
04M13T;Oedème pulmonaire et détresse respiratoire, très courte durée;958,3;193,30 €
04M141;Maladies pulmonaires interstitielles, niveau 1;1 792,53;991,60 €
04M142;Maladies pulmonaires interstitielles, niveau 2;4 369,92;1 960,90 €
04M143;Maladies pulmonaires interstitielles, niveau 3;6 668,29;2 385,60 €
04M144;Maladies pulmonaires interstitielles, niveau 4;10 470,19;3 754,30 €
04M14T;Maladies pulmonaires interstitielles, très courte durée;391,82;219,60 €
04M14T;Maladies pulmonaires interstitielles, très courte durée;777,21;128,90 €
04M151;Autres diagnostics portant sur le système respiratoire, niveau 1;1 894,79;503,20 €
04M152;Autres diagnostics portant sur le système respiratoire, niveau 2;3 769,26;1 920,60 €
04M153;Autres diagnostics portant sur le système respiratoire, niveau 3;5 713,08;2 194,50 €
04M154;Autres diagnostics portant sur le système respiratoire, niveau 4;8 591,43;4 002,60 €
04M15T;Autres diagnostics portant sur le système respiratoire, très courte durée;391,82;318,90 €
04M15T;Autres diagnostics portant sur le système respiratoire, très courte durée;856,2;160,20 €
04M161;Traumatismes thoraciques, niveau 1;2 542,41;901,50 €
04M162;Traumatismes thoraciques, niveau 2;2 918,06;1 219,20 €
04M163;Traumatismes thoraciques, niveau 3;4 658,29;1 812,70 €
04M164;Traumatismes thoraciques, niveau 4;7 982,19;3 106,40 €
04M16T;Traumatismes thoraciques, très courte durée;448,3;211,80 €
04M16T;Traumatismes thoraciques, très courte durée;955,04;434,50 €
04M171;Epanchements pleuraux, niveau 1;1 442,92;647,80 €
04M172;Epanchements pleuraux, niveau 2;4 019,90;1 853,60 €
04M173;Epanchements pleuraux, niveau 3;5 612,07;2 469,20 €
04M174;Epanchements pleuraux, niveau 4;7 237,92;3 358,60 €
04M17T;Epanchements pleuraux, très courte durée;658,09;336,40 €
04M17T;Epanchements pleuraux, très courte durée;335,34;177,10 €
04M181;Bronchiolites, niveau 1;2 740,53;947,20 €
04M182;Bronchiolites, niveau 2;2 891,47;2 001,40 €
04M183;Bronchiolites, niveau 3;3 832,69;2 084,70 €
04M184;Bronchiolites, niveau 4;6 561,50;2 893,20 €
04M18T;Bronchiolites, très courte durée;1 021,95;354,60 €
04M18T;Bronchiolites, très courte durée;335,34;128,90 €
04M191;Tuberculoses, niveau 1;2 976,00;1 487,70 €
04M192;Tuberculoses, niveau 2;7 837,75;3 081,40 €
04M193;Tuberculoses, niveau 3;11 886,87;4 054,20 €
04M194;Tuberculoses, niveau 4;21 037,42;5 191,10 €
04M19T;Tuberculoses, très courte durée;816,43;160,20 €
04M19T;Tuberculoses, très courte durée;391,82;304,70 €
04M201;Bronchopneumopathies chroniques surinfectées, niveau 1;1 978,80;1 386,20 €
04M202;Bronchopneumopathies chroniques surinfectées, niveau 2;4 000,58;2 178,50 €
04M203;Bronchopneumopathies chroniques surinfectées, niveau 3;5 897,82;2 347,70 €
04M204;Bronchopneumopathies chroniques surinfectées, niveau 4;8 105,44;3 465,60 €
04M20T;Bronchopneumopathies chroniques surinfectées, très courte durée;778,7;187,00 €
04M20T;Bronchopneumopathies chroniques surinfectées, très courte durée;391,82;128,90 €
04M211;Suivis de greffe pulmonaire, niveau 1;976,32;597,60 €
04M211;Suivis de greffe pulmonaire, niveau 1;391,82;300,30 €
04M212;Suivis de greffe pulmonaire, niveau 2;3 141,02;1 474,20 €
04M213;Suivis de greffe pulmonaire, niveau 3;4 209,77;1 873,50 €
04M214;Suivis de greffe pulmonaire, niveau 4;7 190,12;2 186,60 €
04M22Z;Explorations et surveillance pour affections de l'appareil respiratoire;391,82;708,30 €
04M22Z;Explorations et surveillance pour affections de l'appareil respiratoire;813,92;211,80 €
04M23T;Autres symptômes et recours aux soins de la CMD 04, très courte durée;448,3;224,50 €
04M23T;Autres symptômes et recours aux soins de la CMD 04, très courte durée;893,94;128,90 €
04M23Z;Autres symptômes et recours aux soins de la CMD 04;2 152,51;780,70 €
04M24E;Affections de la CMD 04 avec décès : séjours de moins de 2 jours;917,68;484,60 €
04M251;Grippes, niveau 1;1 234,00;416,80 €
04M252;Grippes, niveau 2;3 243,17;1 799,10 €
04M253;Grippes, niveau 3;5 318,31;2 333,70 €
04M254;Grippes, niveau 4;10 045,56;3 201,50 €
04M25T;Grippes, très courte durée;1 234,00;416,80 €
04M25T;Grippes, très courte durée;391,82;211,80 €
04M261;Fibroses kystiques avec manifestations pulmonaires, niveau 1;2 657,59;879,80 €
04M262;Fibroses kystiques avec manifestations pulmonaires, niveau 2;5 351,27;2 695,30 €
04M263;Fibroses kystiques avec manifestations pulmonaires, niveau 3;7 090,23;3 830,70 €
04M264;Fibroses kystiques avec manifestations pulmonaires, niveau 4;9 402,79;5 495,50 €
04M26T;Fibroses kystiques avec manifestations pulmonaires, très courte durée;908,19;198,80 €
04M26T;Fibroses kystiques avec manifestations pulmonaires, très courte durée;448,3;128,90 €
04M271;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 1;1 397,35;643,50 €
04M271;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 1;448,3;177,10 €
04M272;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 2;3 084,27;1 256,20 €
04M273;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 3;4 849,22;1 480,90 €
04M274;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 4;6 136,54;1 733,70 €
05C021;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 1;20 738,01;14 294,80 €
05C021;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 1;17 543,90;11 195,70 €
05C022;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 2;25 158,55;16 727,30 €
05C022;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 2;21 964,43;13 628,20 €
05C023;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 3;30 009,35;22 071,60 €
05C023;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 3;26 815,24;18 972,50 €
05C024;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 4;34 697,86;25 410,60 €
05C024;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 4;31 503,73;22 311,50 €
05C031;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 1;19 246,96;13 166,60 €
05C031;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 1;16 069,22;10 036,30 €
05C032;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 2;22 021,95;11 822,30 €
05C032;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 2;18 844,19;14 952,50 €
05C033;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 3;22 702,75;17 254,30 €
05C033;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 3;25 880,49;14 124,00 €
05C034;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 4;30 491,77;21 864,40 €
05C034;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 4;27 314,01;18 734,10 €
05C041;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 1;13 410,89;8 418,10 €
05C042;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 2;16 123,34;10 266,90 €
05C043;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 3;19 734,74;15 866,20 €
05C044;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 4;23 444,52;24 190,60 €
05C051;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 1;11 474,49;7 927,90 €
05C052;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 2;13 419,92;9 126,10 €
05C053;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 3;15 434,49;11 939,70 €
05C054;Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 4;21 364,16;18 455,30 €
05C061;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 1;38 562,42;7 445,10 €
05C061;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 1;14 767,89;7 453,10 €
05C062;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 2;42 366,25;11 738,60 €
05C062;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 2;18 571,72;11 325,20 €
05C063;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 3;44 158,95;17 687,70 €
05C063;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 3;20 364,43;17 687,70 €
05C064;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 4;48 650,62;27 020,60 €
05C064;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 4;24 856,06;27 020,60 €
05C071;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 1;16 487,53;8 884,00 €
05C072;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 2;22 464,52;13 251,80 €
05C073;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 3;29 246,40;16 057,50 €
05C074;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 4;52 071,81;23 037,20 €
05C081;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 1;8 728,80;1 799,60 €
05C081;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 1;5 323,24;5 381,30 €
05C082;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 2;9 837,70;5 775,10 €
05C082;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 2;7 984,08;2 871,10 €
05C083;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 3;13 258,55;4 412,00 €
05C083;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 3;11 473,23;6 303,00 €
05C084;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 4;12 683,92;7 242,10 €
05C084;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 4;19 929,72;6 957,50 €
05C08T;Transferts et autres séjours courts pour autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle;2 636,74;300,80 €
05C091;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 1;6 643,56;5 473,10 €
05C092;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 2;15 211,65;14 587,20 €
05C093;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 3;18 616,66;19 546,70 €
05C094;Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 4;21 459,72;24 433,30 €
05C101;Chirurgie majeure de revascularisation, niveau 1;7 933,10;4 134,60 €
05C102;Chirurgie majeure de revascularisation, niveau 2;10 426,23;5 456,40 €
05C103;Chirurgie majeure de revascularisation, niveau 3;14 924,74;7 482,10 €
05C104;Chirurgie majeure de revascularisation, niveau 4;21 881,80;10 152,90 €
05C111;Autres interventions de chirurgie vasculaire, niveau 1;5 502,10;2 720,60 €
05C112;Autres interventions de chirurgie vasculaire, niveau 2;8 122,12;3 617,60 €
05C113;Autres interventions de chirurgie vasculaire, niveau 3;11 788,24;5 466,30 €
05C114;Autres interventions de chirurgie vasculaire, niveau 4;20 857,40;7 999,60 €
05C121;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 1;6 418,62;2 623,70 €
05C122;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 2;8 205,30;3 959,60 €
05C123;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 3;11 730,52;5 545,40 €
05C124;Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 4;16 752,65;6 852,20 €
05C131;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 1;2 289,13;1 026,70 €
05C132;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 2;5 743,35;2 543,00 €
05C133;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 3;8 717,49;3 559,20 €
05C134;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 4;12 458,53;5 554,50 €
05C13J;Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, en ambulatoire;2 289,13;1 026,70 €
05C141;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 1;3 599,69;1 781,50 €
05C142;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 2;5 996,39;2 790,60 €
05C143;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 3;8 480,26;4 238,30 €
05C144;Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 4;16 723,69;6 878,40 €
05C151;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 1;2 722,53;1 507,90 €
05C152;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 2;4 672,76;2 163,30 €
05C153;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 3;6 866,54;3 240,70 €
05C154;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 4;10 834,59;4 916,30 €
05C15T;Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, très courte durée;1 362,17;900,50 €
05C171;Ligatures de veines et éveinages, niveau 1;1 711,97;700,10 €
05C172;Ligatures de veines et éveinages, niveau 2;3 665,98;1 835,10 €
05C173;Ligatures de veines et éveinages, niveau 3;5 063,11;2 808,70 €
05C174;Ligatures de veines et éveinages, niveau 4;7 577,99;4 409,60 €
05C17J;Ligatures de veines et éveinages, en ambulatoire;1 711,97;700,10 €
05C181;Autres interventions sur le système circulatoire, niveau 1;2 907,61;1 060,70 €
05C182;Autres interventions sur le système circulatoire, niveau 2;7 013,85;2 878,50 €
05C183;Autres interventions sur le système circulatoire, niveau 3;12 656,88;4 895,00 €
05C184;Autres interventions sur le système circulatoire, niveau 4;22 978,75;7 550,90 €
05C18J;Autres interventions sur le système circulatoire, en ambulatoire;2 907,61;1 060,70 €
05C191;Poses d'un défibrillateur cardiaque, niveau 1;18 081,14;16 356,20 €
05C192;Poses d'un défibrillateur cardiaque, niveau 2;20 959,96;18 049,40 €
05C193;Poses d'un défibrillateur cardiaque, niveau 3;26 721,74;19 905,60 €
05C194;Poses d'un défibrillateur cardiaque, niveau 4;33 963,95;22 413,60 €
05C19T;Poses d'un défibrillateur cardiaque, très courte durée;16 229,47;14 987,20 €
05C201;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 1;2 235,54;1 144,60 €
05C202;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 2;5 622,73;2 181,20 €
05C203;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 3;7 555,54;3 322,50 €
05C204;Remplacements ou ablations chirurgicale d'électrodes ou repositionnements de boîtier de stimulation cardiaque permanente, niveau 4;10 783,52;5 176,30 €
05C211;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 1;2 094,96;1 080,70 €
05C212;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 2;6 379,18;2 346,50 €
05C213;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 3;11 694,82;3 390,90 €
05C214;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 4;16 571,31;5 041,20 €
05C21J;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, en ambulatoire;2 094,96;1 080,70 €
05C221;Remplacements de stimulateurs cardiaques permanents, niveau 1;2 052,44;1 280,50 €
05C222;Remplacements de stimulateurs cardiaques permanents, niveau 2;4 326,69;2 095,80 €
05C223;Remplacements de stimulateurs cardiaques permanents, niveau 3;7 745,30;3 249,90 €
05C224;Remplacements de stimulateurs cardiaques permanents, niveau 4;13 496,42;5 076,70 €
05C22T;Remplacements de stimulateurs cardiaques permanents, très courte durée;1 209,12;933,10 €
05K051;Endoprothèses vasculaires avec infarctus du myocarde, niveau 1;3 003,96;2 189,60 €
05K052;Endoprothèses vasculaires avec infarctus du myocarde, niveau 2;4 500,06;3 149,60 €
05K053;Endoprothèses vasculaires avec infarctus du myocarde, niveau 3;6 868,73;4 962,40 €
05K054;Endoprothèses vasculaires avec infarctus du myocarde, niveau 4;10 019,68;6 530,00 €
05K061;Endoprothèses vasculaires sans infarctus du myocarde, niveau 1;2 701,79;1 940,70 €
05K062;Endoprothèses vasculaires sans infarctus du myocarde, niveau 2;5 058,92;3 083,60 €
05K063;Endoprothèses vasculaires sans infarctus du myocarde, niveau 3;8 725,83;4 845,00 €
05K064;Endoprothèses vasculaires sans infarctus du myocarde, niveau 4;13 734,17;6 387,80 €
05K06T;Endoprothèses vasculaires sans infarctus du myocarde, très courte durée;2 701,79;1 940,70 €
05K101;Actes diagnostiques par voie vasculaire, niveau 1;1 736,32;1 066,20 €
05K102;Actes diagnostiques par voie vasculaire, niveau 2;4 337,51;1 991,60 €
05K103;Actes diagnostiques par voie vasculaire, niveau 3;6 986,92;2 620,80 €
05K104;Actes diagnostiques par voie vasculaire, niveau 4;9 348,63;3 189,10 €
05K10J;Actes diagnostiques par voie vasculaire, en ambulatoire;1 736,32;1 066,20 €
05K121;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 1;4 203,38;2 525,20 €
05K122;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 2;6 332,09;4 502,90 €
05K123;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 3;10 612,81;6 563,50 €
05K124;Actes thérapeutiques par voie vasculaire sauf endoprothèses, âge inférieur à 18 ans, niveau 4;13 421,66;8 333,90 €
05K14Z;Mise en place de certains accès vasculaires pour des affections de la CMD 05, séjours de moins de 2 jours;940,29;632,80 €
05K151;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 1;1 422,42;1 123,00 €
05K152;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 2;3 664,76;2 007,50 €
05K153;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 3;5 604,35;2 529,90 €
05K154;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, niveau 4;7 096,38;3 619,30 €
05K15J;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire, en ambulatoire;1 422,42;1 123,00 €
05K17J;Affections cardiovasculaires sans acte opératoire de la CMD 05, avec anesthésie, en ambulatoire;771,77;452,70 €
05K191;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 1;7 085,99;6 568,20 €
05K192;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 2;10 750,41;8 629,20 €
05K193;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 3;14 502,25;12 920,80 €
05K194;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 4;20 674,73;16 820,40 €
05K201;Autres traitements de troubles du rythme par voie vasculaire, niveau 1;2 629,71;2 388,10 €
05K202;Autres traitements de troubles du rythme par voie vasculaire, niveau 2;4 633,61;3 689,40 €
05K203;Autres traitements de troubles du rythme par voie vasculaire, niveau 3;7 645,83;5 664,80 €
05K204;Autres traitements de troubles du rythme par voie vasculaire, niveau 4;10 206,21;7 257,80 €
05K20T;Autres traitements de troubles du rythme par voie vasculaire, très courte durée;2 629,71;2 388,10 €
05K211;Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 1;8 728,80;5 381,30 €
05K212;Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 2;9 837,70;5 775,10 €
05K213;Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 3;11 473,23;6 303,00 €
05K214;Poses de bioprothèses de valves cardiaques par voie vasculaire, niveau 4;12 683,92;6 957,50 €
05K221;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 1;3 560,02;2 156,80 €
05K222;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 2;6 153,31;3 552,20 €
05K223;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 3;9 286,45;5 553,90 €
05K224;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 4;12 155,60;6 931,80 €
05K231;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 1;2 540,91;1 539,20 €
